d_month,d_year,d_row,d_organ,d_sum
1,2015,7,"19",1218.000
1,2015,7,"1911",21.000
1,2015,7,"191110",11.000
1,2015,7,"191132",1.000
1,2015,7,"191134",1.000
1,2015,7,"191140",1.000
1,2015,7,"191156",3.000
1,2015,7,"191160",1.000
1,2015,7,"191166",1.000
1,2015,7,"191168",1.000
1,2015,7,"191170",1.000
1,2015,7,"1915",33.000
1,2015,7,"191510",16.000
1,2015,7,"191532",4.000
1,2015,7,"191534",1.000
1,2015,7,"191542",2.000
1,2015,7,"191546",1.000
1,2015,7,"191548",4.000
1,2015,7,"191560",4.000
1,2015,7,"191564",1.000
1,2015,7,"1919",133.000
1,2015,7,"191910",13.000
1,2015,7,"191916",6.000
1,2015,7,"191932",3.000
1,2015,7,"191934",2.000
1,2015,7,"191936",1.000
1,2015,7,"191940",20.000
1,2015,7,"191942",8.000
1,2015,7,"191946",1.000
1,2015,7,"191948",3.000
1,2015,7,"191952",28.000
1,2015,7,"191956",14.000
1,2015,7,"191958",1.000
1,2015,7,"191960",2.000
1,2015,7,"191962",14.000
1,2015,7,"191964",2.000
1,2015,7,"191966",2.000
1,2015,7,"191968",13.000
1,2015,7,"1923",19.000
1,2015,7,"192310",9.000
1,2015,7,"192336",4.000
1,2015,7,"192342",3.000
1,2015,7,"192346",1.000
1,2015,7,"192356",2.000
1,2015,7,"1927",34.000
1,2015,7,"192710",18.000
1,2015,7,"192732",2.000
1,2015,7,"192736",3.000
1,2015,7,"192744",6.000
1,2015,7,"192754",1.000
1,2015,7,"192758",2.000
1,2015,7,"192760",1.000
1,2015,7,"192766",1.000
1,2015,7,"1931",75.000
1,2015,7,"193110",7.000
1,2015,7,"193111",21.000
1,2015,7,"193112",3.000
1,2015,7,"193136",2.000
1,2015,7,"193140",2.000
1,2015,7,"193142",3.000
1,2015,7,"193148",12.000
1,2015,7,"193150",3.000
1,2015,7,"193154",5.000
1,2015,7,"193156",3.000
1,2015,7,"193160",3.000
1,2015,7,"193162",3.000
1,2015,7,"193166",8.000
1,2015,7,"1935",45.000
1,2015,7,"193510",3.000
1,2015,7,"193511",8.000
1,2015,7,"193516",1.000
1,2015,7,"193518",3.000
1,2015,7,"193522",2.000
1,2015,7,"193523",1.000
1,2015,7,"193524",3.000
1,2015,7,"193528",1.000
1,2015,7,"193532",3.000
1,2015,7,"193536",2.000
1,2015,7,"193540",1.000
1,2015,7,"193544",2.000
1,2015,7,"193548",5.000
1,2015,7,"193552",1.000
1,2015,7,"193556",3.000
1,2015,7,"193564",3.000
1,2015,7,"193570",3.000
1,2015,7,"1939",31.000
1,2015,7,"193910",13.000
1,2015,7,"193916",4.000
1,2015,7,"193920",3.000
1,2015,7,"193924",2.000
1,2015,7,"193932",1.000
1,2015,7,"193936",2.000
1,2015,7,"193942",1.000
1,2015,7,"193954",1.000
1,2015,7,"193962",3.000
1,2015,7,"193964",1.000
1,2015,7,"1943",27.000
1,2015,7,"194310",10.000
1,2015,7,"194332",6.000
1,2015,7,"194336",4.000
1,2015,7,"194344",4.000
1,2015,7,"194348",3.000
1,2015,7,"1947",29.000
1,2015,7,"194710",2.000
1,2015,7,"194718",12.000
1,2015,7,"194736",2.000
1,2015,7,"194742",3.000
1,2015,7,"194746",4.000
1,2015,7,"194750",3.000
1,2015,7,"194752",3.000
1,2015,7,"1951",79.000
1,2015,7,"195116",2.000
1,2015,7,"195126",9.000
1,2015,7,"195136",2.000
1,2015,7,"195140",4.000
1,2015,7,"195144",8.000
1,2015,7,"195146",7.000
1,2015,7,"195148",1.000
1,2015,7,"195152",6.000
1,2015,7,"195154",18.000
1,2015,7,"195156",4.000
1,2015,7,"195158",2.000
1,2015,7,"195160",15.000
1,2015,7,"195164",1.000
1,2015,7,"1955",43.000
1,2015,7,"195510",32.000
1,2015,7,"195516",3.000
1,2015,7,"195522",7.000
1,2015,7,"195548",1.000
1,2015,7,"1959",15.000
1,2015,7,"195910",7.000
1,2015,7,"195932",1.000
1,2015,7,"195942",1.000
1,2015,7,"195950",4.000
1,2015,7,"195958",1.000
1,2015,7,"195960",1.000
1,2015,7,"1963",127.000
1,2015,7,"196310",21.000
1,2015,7,"196311",20.000
1,2015,7,"196312",17.000
1,2015,7,"196324",1.000
1,2015,7,"196329",14.000
1,2015,7,"196330",12.000
1,2015,7,"196331",13.000
1,2015,7,"196336",3.000
1,2015,7,"196340",3.000
1,2015,7,"196344",2.000
1,2015,7,"196348",6.000
1,2015,7,"196350",1.000
1,2015,7,"196352",2.000
1,2015,7,"196354",1.000
1,2015,7,"196358",3.000
